size,density,method,time
2048,0.00390625,sputnik,0.0001768058476348718
4096,1.0,torch_matmul,0.01301509520659844
4096,1.0,torch_spmm,0.6476243656439086
4096,1.0,sputnik,0.08243302634606758
4096,0.5,torch_matmul,0.012857660371810197
4096,0.5,torch_spmm,0.9501023761928081
4096,0.5,sputnik,0.06897998393202821
4096,0.25,torch_matmul,0.012578568359216055
4096,0.25,torch_spmm,0.5332257703877985
4096,0.25,sputnik,0.042386734019964935
4096,0.125,torch_matmul,0.012606353374818961
4096,0.125,torch_spmm,0.30774169117212297
4096,0.125,sputnik,0.02376029674584667
4096,0.0625,torch_matmul,0.012449683031688134
4096,0.0625,torch_spmm,0.16783294724300504
4096,0.0625,sputnik,0.012416938475022713
4096,0.03125,torch_matmul,0.012387434455255667
4096,0.03125,torch_spmm,0.09164094608277082
4096,0.03125,sputnik,0.006413794991870721
4096,0.015625,torch_matmul,0.012180392847706873
4096,0.015625,torch_spmm,0.03906160093223055
4096,0.015625,sputnik,0.003440416418015957
4096,0.0078125,torch_matmul,0.011914533128341039
4096,0.0078125,torch_spmm,0.021858488364766043
4096,0.0078125,sputnik,0.0019328031999369462
4096,0.00390625,torch_matmul,0.011789604959388574
4096,0.00390625,torch_spmm,0.011717014977087577
4096,0.00390625,sputnik,0.001180227721730868
8192,1.0,torch_matmul,0.11288550126676758
8192,1.0,torch_spmm,5.180507964982341
8192,1.0,sputnik,0.6918415887902181
8192,0.5,torch_matmul,0.11217442732304335
8192,0.5,torch_spmm,12.55825588091587
8192,0.5,sputnik,0.6375407279158632
8192,0.25,torch_matmul,0.10938363168388605
8192,0.25,torch_spmm,6.431012223443637
8192,0.25,sputnik,0.36456052993113797
8192,0.125,torch_matmul,0.10721788511921962
8192,0.125,torch_spmm,3.303513147464643
8192,0.125,sputnik,0.19407439765830833
8192,0.0625,torch_matmul,0.10681246739501754
8192,0.0625,torch_spmm,1.681781944508354
8192,0.0625,sputnik,0.10254517877474427
8192,0.03125,torch_matmul,0.10622821369518837
8192,0.03125,torch_spmm,0.858706119377166
8192,0.03125,sputnik,0.05298154971872767
8192,0.015625,torch_matmul,0.10497541325166822
8192,0.015625,torch_spmm,0.4392835976555943
8192,0.015625,sputnik,0.027109752191851536
8192,0.0078125,torch_matmul,0.1030965566324691
8192,0.0078125,torch_spmm,0.21683701590324442
8192,0.0078125,sputnik,0.014120522948602835
8192,0.00390625,torch_matmul,0.1015249779758354
8192,0.00390625,torch_spmm,0.11432768891875943
8192,0.00390625,sputnik,0.007926389792313178
